Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1056489,-,-,-,41.01,-80.34,-5,295,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,Cloud Type,Wind Speed,Wind Direction
2011,1,1,0,0,0,7,0.5,194.8
2011,1,1,0,30,0,7,0.4,194.8
2011,1,1,1,0,0,7,0.4,178.10000000000002
2011,1,1,1,30,0,7,0.4,178.10000000000002
2011,1,1,2,0,0,7,0.5,154.60000000000002
2011,1,1,2,30,0,7,0.5,154.60000000000002
2011,1,1,3,0,0,7,0.5,154.60000000000002
2011,1,1,3,30,0,7,0.5,154.60000000000002
2011,1,1,4,0,0,7,0.5,156.20000000000002
2011,1,1,4,30,0,6,0.5,156.20000000000002
2011,1,1,5,0,0,6,0.5,161.20000000000002
2011,1,1,5,30,0,6,0.4,161.20000000000002
2011,1,1,6,0,0,6,0.4,161.60000000000002
2011,1,1,6,30,0,6,0.4,161.60000000000002
2011,1,1,7,0,0,6,0.5,164.3
2011,1,1,7,30,0,6,0.5,164.3
2011,1,1,8,0,0,6,0.5,169.60000000000002
2011,1,1,8,30,0,6,0.5,169.60000000000002
2011,1,1,9,0,0,6,0.5,167.3
2011,1,1,9,30,0,6,0.5,167.3
2011,1,1,10,0,0,6,0.5,150.1
2011,1,1,10,30,0,6,0.5,150.1
2011,1,1,11,0,0,6,0.6000000000000001,173.3
2011,1,1,11,30,0,6,0.7000000000000001,173.3
2011,1,1,12,0,0,6,0.8,192.70000000000002
2011,1,1,12,30,0,6,0.7000000000000001,192.70000000000002
2011,1,1,13,0,0,7,0.7000000000000001,180.5
2011,1,1,13,30,0,6,0.7000000000000001,180.5
2011,1,1,14,0,0,6,0.7000000000000001,199.60000000000002
2011,1,1,14,30,0,6,0.6000000000000001,199.60000000000002
2011,1,1,15,0,0,7,0.6000000000000001,209.20000000000002
2011,1,1,15,30,0,7,0.5,209.20000000000002
2011,1,1,16,0,0,7,0.4,219.4
2011,1,1,16,30,0,4,0.4,219.4
2011,1,1,17,0,0,4,0.5,235.8
2011,1,1,17,30,0,7,0.5,235.8
2011,1,1,18,0,0,7,0.5,259.5
2011,1,1,18,30,0,7,0.5,259.5
2011,1,1,19,0,0,4,0.5,286.7
2011,1,1,19,30,0,4,0.5,286.7
2011,1,1,20,0,0,4,0.6000000000000001,291.0
2011,1,1,20,30,0,4,0.5,291.0
2011,1,1,21,0,0,4,0.4,285.40000000000003
2011,1,1,21,30,0,4,0.4,285.40000000000003
2011,1,1,22,0,0,4,0.4,281.5
2011,1,1,22,30,0,4,0.4,281.5
2011,1,1,23,0,0,4,0.5,280.3
2011,1,1,23,30,0,4,0.5,280.3
2011,1,2,0,0,0,4,0.6000000000000001,279.8
